,00:27:E3:29:CD:E0,00:27:E3:29:CE:40,00:27:E3:29:D1:20,00:27:E3:29:D2:A0,00:27:E3:29:D2:E0,00:27:E3:29:D4:A0,00:27:E3:29:D8:E0,00:27:E3:29:DB:E0,00:27:E3:29:DC:00,00:27:E3:29:E8:80,00:A3:8E:4E:29:A1,00:A3:8E:5C:48:60,00:A3:8E:60:EB:E1,00:A3:8E:60:F3:80,00:A3:8E:65:44:00,00:A3:8E:65:48:01,00:A3:8E:67:4C:81,08:4F:A9:10:4B:81,08:4F:A9:2D:77:41,08:4F:A9:2D:8A:41,08:4F:A9:2D:8A:A1,08:4F:A9:30:00:01,08:4F:A9:39:68:21,08:4F:A9:39:6A:41,0C:75:BD:12:BF:A0,40:01:7A:01:B3:82,40:01:7A:01:B8:82,40:01:7A:AF:D3:62,40:01:7A:B1:00:42,40:01:7A:C6:A5:62,40:01:7A:CA:3F:A2,4C:77:6D:10:31:E1,70:EA:1A:22:8F:E1,70:EA:1A:22:96:21,70:EA:1A:22:96:A1,70:EA:1A:22:9B:81,70:EA:1A:22:9F:21,70:EA:1A:22:9F:E1,70:EA:1A:22:A5:A1,70:EA:1A:22:A9:41,70:EA:1A:22:A9:A1,70:EA:1A:65:2E:A1,CC:DB:93:65:2D:20
bijuOffice_000443,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-62.0,-85.0,-105.0,-105.0,-84.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0
bijuOffice_000448,-74.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-63.0,-82.0,-105.0,-105.0,-84.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0
bijuOffice_000453,-74.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-63.0,-84.0,-105.0,-105.0,-81.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0
bijuOffice_000458,-75.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-60.0,-81.0,-105.0,-105.0,-81.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0
bijuOffice_000503,-75.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-67.0,-84.0,-105.0,-105.0,-81.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-87.0,-105.0,-105.0,-105.0
bijuOffice_000508,-67.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-65.0,-85.0,-105.0,-105.0,-80.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-85.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-84.0,-105.0,-105.0,-105.0
bijuOffice_000513,-79.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-85.0,-105.0,-105.0,-82.0,-105.0,-105.0,-105.0,-67.0,-105.0,-83.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-86.0,-105.0,-105.0,-105.0,-82.0,-105.0,-105.0,-105.0
bijuOffice_000518,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-86.0,-105.0,-105.0,-105.0,-86.0,-86.0,-105.0,-66.0,-105.0,-80.0,-105.0,-105.0,-105.0,-105.0,-87.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-86.0,-105.0,-105.0,-105.0,-80.0,-105.0,-105.0,-105.0
bijuOffice_000523,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-76.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-74.0,-105.0,-89.0,-105.0,-105.0,-105.0,-105.0,-86.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-86.0,-105.0,-105.0,-105.0,-82.0,-105.0,-105.0,-105.0
bijuOffice_000528,-85.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-83.0,-105.0,-105.0,-105.0,-88.0,-105.0,-105.0,-70.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-86.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-86.0,-105.0,-105.0,-105.0,-77.0,-105.0,-105.0,-105.0
bijuOffice_000533,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-79.0,-105.0,-105.0,-88.0,-105.0,-105.0,-105.0,-74.0,-105.0,-87.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-83.0,-105.0,-105.0,-105.0,-80.0,-105.0,-105.0,-105.0
bijuOffice_000538,-83.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-78.0,-105.0,-105.0,-79.0,-83.0,-84.0,-105.0,-68.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-85.0,-105.0,-88.0,-105.0
bijuOffice_000543,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-76.0,-105.0,-105.0,-105.0,-88.0,-88.0,-105.0,-77.0,-105.0,-89.0,-105.0,-105.0,-105.0,-105.0,-88.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-88.0,-105.0,-105.0,-105.0,-76.0,-105.0,-105.0,-105.0
bijuOffice_000548,-86.0,-84.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-83.0,-105.0,-105.0,-105.0,-85.0,-86.0,-105.0,-76.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-84.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-87.0,-105.0,-105.0,-105.0,-80.0,-105.0,-105.0,-105.0
bijuOffice_000553,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-76.0,-105.0,-105.0,-105.0,-88.0,-87.0,-105.0,-77.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-87.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-89.0,-105.0,-105.0,-105.0,-76.0,-105.0,-105.0,-105.0
bijuOffice_000558,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-80.0,-105.0,-105.0,-105.0,-105.0,-87.0,-105.0,-77.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-86.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-79.0,-105.0,-105.0,-105.0
bijuOffice_000603,-105.0,-87.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-79.0,-105.0,-105.0,-88.0,-84.0,-86.0,-105.0,-71.0,-105.0,-85.0,-105.0,-105.0,-105.0,-105.0,-87.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-75.0,-105.0,-88.0,-105.0
bijuOffice_000608,-85.0,-87.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-77.5,-105.0,-105.0,-78.0,-85.5,-83.0,-105.0,-75.5,-105.0,-89.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-78.5,-105.0,-88.0,-105.0
bijuOffice_000613,-76.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-80.0,-83.0,-105.0,-105.0,-60.0,-105.0,-88.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0
bijuOffice_000618,-75.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-73.0,-83.0,-105.0,-105.0,-70.0,-105.0,-87.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0
bijuOffice_000623,-76.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-73.0,-84.0,-105.0,-105.0,-67.0,-105.0,-88.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0
bijuOffice_000628,-75.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-73.0,-83.0,-105.0,-105.0,-69.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-88.0,-105.0,-105.0,-105.0
bijuOffice_000633,-77.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-72.0,-84.0,-105.0,-105.0,-67.0,-105.0,-87.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0
bijuOffice_000638,-80.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-73.0,-82.0,-105.0,-105.0,-70.0,-105.0,-87.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0
bijuOffice_000643,-79.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-71.0,-83.0,-105.0,-105.0,-57.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0
bijuOffice_000648,-77.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-86.0,-105.0,-105.0,-77.0,-83.0,-105.0,-105.0,-57.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0
bijuOffice_000653,-77.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-84.0,-105.0,-105.0,-78.0,-89.0,-86.0,-105.0,-73.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0
bijuOffice_000658,-77.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-84.0,-105.0,-105.0,-79.0,-87.0,-105.0,-105.0,-73.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0
bijuOffice_000703,-79.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-82.0,-105.0,-105.0,-77.0,-88.0,-88.0,-105.0,-73.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0
csHod_000004,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-50.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-68.0,-71.0,-43.0,-62.0,-50.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-61.0,-105.0,-105.0,-105.0,-105.0,-67.0,-81.0,-105.0,-71.0,-105.0,-105.0,-105.0
csHod_000009,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-54.0,-105.0,-105.0,-105.0,-105.0,-105.0,-86.5,-88.0,-105.0,-70.0,-71.0,-42.0,-67.5,-57.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-51.5,-105.0,-105.0,-105.0,-105.0,-62.0,-83.0,-105.0,-72.5,-105.0,-105.0,-105.0
csHod_000014,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-51.0,-105.0,-105.0,-105.0,-105.0,-105.0,-88.0,-89.0,-105.0,-71.0,-72.0,-44.0,-68.0,-52.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-51.0,-105.0,-105.0,-105.0,-105.0,-61.0,-84.0,-105.0,-71.0,-105.0,-105.0,-105.0
csHod_000019,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-51.0,-105.0,-105.0,-105.0,-105.0,-105.0,-84.0,-105.0,-105.0,-75.0,-74.0,-41.0,-67.0,-55.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-54.0,-105.0,-105.0,-105.0,-105.0,-65.0,-105.0,-105.0,-77.0,-105.0,-105.0,-105.0
csHod_000024,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-53.0,-105.0,-105.0,-105.0,-105.0,-105.0,-84.0,-105.0,-105.0,-82.0,-76.0,-44.0,-67.0,-53.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-53.0,-105.0,-105.0,-105.0,-105.0,-62.0,-105.0,-105.0,-78.0,-105.0,-105.0,-105.0
csHod_000029,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-51.0,-105.0,-105.0,-105.0,-105.0,-105.0,-86.0,-90.0,-105.0,-68.0,-71.0,-41.0,-69.0,-52.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-52.0,-105.0,-105.0,-105.0,-105.0,-57.0,-86.0,-105.0,-79.0,-105.0,-105.0,-105.0
csHod_000034,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-51.0,-105.0,-105.0,-105.0,-105.0,-105.0,-89.0,-91.0,-105.0,-73.0,-69.0,-40.0,-68.0,-59.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-50.0,-105.0,-105.0,-105.0,-105.0,-61.0,-86.0,-105.0,-79.0,-105.0,-105.0,-105.0
csHod_000039,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-50.0,-105.0,-105.0,-105.0,-105.0,-105.0,-84.0,-89.0,-105.0,-73.0,-70.0,-41.0,-66.0,-54.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-55.0,-105.0,-105.0,-105.0,-105.0,-62.0,-88.0,-105.0,-81.0,-105.0,-105.0,-105.0
csHod_000044,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-52.0,-105.0,-105.0,-105.0,-105.0,-105.0,-83.0,-105.0,-105.0,-72.0,-73.0,-41.0,-63.0,-61.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-54.0,-105.0,-105.0,-105.0,-105.0,-63.0,-105.0,-105.0,-76.0,-105.0,-105.0,-105.0
csHod_000049,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-52.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-72.0,-80.0,-42.0,-60.0,-53.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-52.0,-105.0,-105.0,-105.0,-105.0,-61.0,-87.0,-105.0,-72.0,-105.0,-105.0,-105.0
csHod_000054,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-57.0,-105.0,-105.0,-105.0,-105.0,-105.0,-87.0,-105.0,-105.0,-81.0,-77.0,-40.0,-63.0,-55.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-53.0,-105.0,-105.0,-105.0,-105.0,-69.0,-83.0,-105.0,-73.0,-105.0,-105.0,-105.0
csHod_000059,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-52.0,-105.0,-105.0,-105.0,-105.0,-105.0,-84.0,-105.0,-105.0,-72.0,-74.0,-43.0,-64.0,-56.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-55.0,-105.0,-105.0,-105.0,-105.0,-65.0,-79.0,-105.0,-74.0,-105.0,-105.0,-105.0
csHod_000104,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-55.0,-105.0,-105.0,-105.0,-105.0,-105.0,-86.0,-105.0,-105.0,-71.0,-75.0,-42.0,-63.0,-60.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-50.0,-105.0,-105.0,-105.0,-105.0,-63.0,-83.0,-105.0,-77.0,-105.0,-105.0,-105.0
csHod_000109,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-56.0,-105.0,-105.0,-105.0,-105.0,-105.0,-86.0,-105.0,-105.0,-72.0,-76.0,-41.0,-66.0,-63.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-53.0,-105.0,-105.0,-105.0,-105.0,-64.0,-83.0,-105.0,-76.0,-105.0,-105.0,-105.0
csHod_000114,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-56.0,-105.0,-105.0,-105.0,-105.0,-105.0,-84.0,-105.0,-105.0,-72.0,-74.0,-41.0,-65.0,-60.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-50.0,-105.0,-105.0,-105.0,-105.0,-66.0,-84.0,-105.0,-81.0,-105.0,-105.0,-105.0
csHod_000119,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-50.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-71.0,-79.0,-43.0,-62.0,-54.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-54.0,-105.0,-105.0,-105.0,-105.0,-66.0,-82.0,-105.0,-73.0,-105.0,-105.0,-105.0
csHod_000124,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-53.0,-105.0,-105.0,-105.0,-105.0,-105.0,-87.0,-105.0,-105.0,-69.0,-73.0,-40.0,-63.0,-64.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-53.0,-105.0,-105.0,-105.0,-105.0,-66.0,-82.0,-105.0,-80.0,-105.0,-105.0,-105.0
csHod_000129,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-55.0,-105.0,-105.0,-105.0,-105.0,-105.0,-87.0,-105.0,-105.0,-69.0,-72.0,-41.0,-64.0,-63.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-55.0,-105.0,-105.0,-105.0,-105.0,-66.0,-81.0,-105.0,-83.0,-105.0,-105.0,-105.0
csHod_000134,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-53.0,-105.0,-105.0,-105.0,-105.0,-105.0,-88.0,-105.0,-105.0,-69.0,-74.0,-40.0,-62.0,-60.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-54.0,-105.0,-105.0,-105.0,-105.0,-66.0,-82.0,-105.0,-83.0,-105.0,-105.0,-105.0
csHod_000139,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-61.0,-105.0,-105.0,-105.0,-105.0,-105.0,-86.0,-105.0,-105.0,-71.0,-76.0,-43.0,-60.0,-62.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-52.0,-105.0,-105.0,-105.0,-105.0,-64.0,-82.0,-105.0,-71.0,-105.0,-105.0,-105.0
csHod_000144,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-54.0,-105.0,-105.0,-105.0,-105.0,-105.0,-88.0,-105.0,-105.0,-74.0,-78.0,-40.0,-58.0,-55.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-57.0,-105.0,-105.0,-105.0,-105.0,-65.0,-79.0,-105.0,-71.0,-105.0,-105.0,-105.0
csHod_000149,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-67.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-79.0,-80.0,-51.0,-81.0,-46.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-64.0,-105.0,-105.0,-105.0,-105.0,-70.0,-83.0,-105.0,-78.0,-105.0,-105.0,-105.0
csHod_000154,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-65.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-78.0,-85.0,-51.0,-78.0,-49.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-68.0,-105.0,-105.0,-105.0,-105.0,-83.0,-84.0,-105.0,-77.0,-105.0,-105.0,-105.0
csHod_000159,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-66.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-79.0,-81.0,-52.0,-77.0,-49.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-65.0,-105.0,-105.0,-105.0,-105.0,-80.0,-84.0,-105.0,-79.0,-105.0,-105.0,-105.0
csHod_000204,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-61.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-81.0,-85.0,-55.0,-86.0,-48.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-68.0,-105.0,-105.0,-105.0,-105.0,-75.0,-86.0,-105.0,-81.0,-105.0,-105.0,-105.0
csHod_000209,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-65.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-84.0,-83.0,-52.0,-80.0,-50.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-65.0,-105.0,-105.0,-105.0,-105.0,-73.0,-82.0,-105.0,-83.0,-105.0,-105.0,-105.0
csHod_000214,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-65.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-81.0,-105.0,-53.0,-79.0,-53.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-66.0,-105.0,-105.0,-105.0,-105.0,-72.0,-86.0,-105.0,-76.0,-105.0,-105.0,-105.0
csHod_000219,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-65.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-82.0,-83.0,-50.0,-76.0,-55.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-66.0,-105.0,-105.0,-105.0,-105.0,-74.0,-86.0,-105.0,-78.0,-105.0,-105.0,-105.0
csHod_000224,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-65.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-83.0,-105.0,-52.0,-78.0,-49.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-65.0,-105.0,-105.0,-105.0,-105.0,-76.0,-86.0,-105.0,-78.0,-105.0,-105.0,-105.0
csHod_000229,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-71.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-80.0,-85.0,-49.0,-75.0,-48.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-70.0,-105.0,-105.0,-105.0,-105.0,-75.0,-86.0,-105.0,-73.0,-105.0,-105.0,-105.0
