"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
6.957856390E-1,3.483563364E-1,2.864662409E0,9.575011253E0,1.000042416E1
6.982991810E-1,3.866635859E-1,2.869450808E0,9.536704063E0,9.966543085E0
7.008128260E-1,4.058171809E-1,2.902969599E0,9.488820076E0,9.931244963E0
7.033265760E-1,4.632780254E-1,2.950853586E0,9.522338867E0,9.979834714E0
7.058404310E-1,4.824316502E-1,2.931699991E0,9.527127266E0,9.979667283E0
7.083543370E-1,4.872200489E-1,2.879027605E0,9.469666481E0,9.909629993E0
7.108682430E-1,5.159504414E-1,2.845508814E0,9.440936089E0,9.873925232E0
7.133821490E-1,5.207388401E-1,2.855085611E0,9.464878082E0,9.899828276E0
7.158960560E-1,4.920084476E-1,2.855085611E0,9.455301285E0,9.889201613E0
7.184099620E-1,4.872200489E-1,2.831143618E0,9.407417297E0,9.836272555E0
7.209234510E-1,5.255272985E-1,2.835932016E0,9.378686905E0,9.812158652E0
7.234362120E-1,5.351040959E-1,2.855085611E0,9.397840500E0,9.836526638E0
7.259489720E-1,4.920084476E-1,2.859874010E0,9.383475304E0,9.821942804E0
7.284617330E-1,4.441244006E-1,2.874239206E0,9.388263702E0,9.828427791E0
7.309744930E-1,4.393360019E-1,2.888604403E0,9.440936089E0,9.882728659E0
7.334872540E-1,4.393360019E-1,2.917334795E0,9.517550468E0,9.964317606E0
7.360000140E-1,4.201824069E-1,2.946065187E0,9.608530045E0,1.005881220E1
7.385127740E-1,3.866635859E-1,3.003525972E0,9.704298019E0,1.016582889E1
7.410255870E-1,3.579331636E-1,3.060986757E0,9.785700798E0,1.025951735E1
7.435384510E-1,3.292027414E-1,3.108870983E0,9.843161583E0,1.032769496E1
7.460513680E-1,3.148375154E-1,3.185485363E0,9.910199165E0,1.041434046E1
7.485643370E-1,3.435679376E-1,3.309983969E0,9.958083153E0,1.049940250E1
7.510773580E-1,4.010287821E-1,3.434482336E0,1.002512074E1,1.060469418E1
7.535903790E-1,4.441244006E-1,3.520673513E0,1.009694672E1,1.070236990E1
7.561034510E-1,4.728548229E-1,3.582922935E0,1.017835045E1,1.080091414E1
7.586165760E-1,4.584896266E-1,3.626018524E0,1.025496483E1,1.088680517E1
7.611297540E-1,4.345476031E-1,3.688267708E0,1.029327202E1,1.094274185E1
7.636429830E-1,3.579331636E-1,3.740940094E0,1.033636761E1,1.099832916E1
7.661562640E-1,2.525882721E-1,3.784035683E0,1.032679081E1,1.100115154E1
7.686695970E-1,1.089361757E-1,3.793612480E0,1.028848362E1,1.096614143E1
7.711829830E-1,1.795651205E-2,3.693056107E0,1.019750404E1,1.084564772E1
7.736964200E-1,-1.556231081E-2,3.515885115E0,1.011610031E1,1.070967674E1
7.762098580E-1,-2.992752194E-2,3.309983969E0,1.007779312E1,1.060748810E1
7.787232950E-1,-4.908113554E-2,3.104082584E0,1.004427433E1,1.051309586E1
7.812367330E-1,-3.471592441E-2,2.907757998E0,9.924564362E0,1.034181993E1
7.837501700E-1,-2.992752194E-2,2.749740601E0,9.833584785E0,1.021084515E1
7.862636080E-1,-1.556231081E-2,2.644395828E0,9.742605209E0,1.009511901E1
7.887767330E-1,1.316810958E-2,2.567781210E0,9.689932823E0,1.002439384E1
7.912894930E-1,3.711012751E-2,2.539050817E0,9.656414032E0,9.984712724E0
7.938020970E-1,6.584054977E-2,2.562992811E0,9.637260437E0,9.972464884E0
7.963147010E-1,1.233013868E-1,2.596511841E0,9.651625633E0,9.995546725E0
7.988273060E-1,1.711854190E-1,2.610877037E0,9.637260437E0,9.986128984E0
8.013399100E-1,2.190694511E-1,2.649184227E0,9.627683640E0,9.987915736E0
8.038525140E-1,2.861070931E-1,2.673126221E0,9.622895241E0,9.991374974E0
8.063651700E-1,3.483563364E-1,2.706645012E0,9.613318443E0,9.993156201E0
8.088778790E-1,4.010287821E-1,2.716221809E0,9.584588051E0,9.970105973E0
8.113906390E-1,4.632780254E-1,2.716221809E0,9.565434456E0,9.954397208E0
8.139035040E-1,5.015852451E-1,2.711433411E0,9.527127266E0,9.918145635E0
8.164164720E-1,4.872200489E-1,2.701856613E0,9.474454880E0,9.864213491E0
8.189295450E-1,4.489128292E-1,2.692279816E0,9.440936089E0,9.827571804E0
8.214427220E-1,4.920084476E-1,2.735375404E0,9.402628899E0,9.804783584E0
8.239560040E-1,5.207388401E-1,2.788047791E0,9.354744911E0,9.775256098E0
8.264693890E-1,5.494692922E-1,2.835932016E0,9.297284126E0,9.735703315E0
8.289828790E-1,5.494692922E-1,2.859874010E0,9.273342133E0,9.719859575E0
8.314964720E-1,5.303156972E-1,2.907757998E0,9.249400139E0,9.710185078E0
8.340101700E-1,4.249708056E-1,2.883816004E0,9.215881348E0,9.665891782E0
